Date,Open,High,Low,Close,Adj Close,Volume
2021-03-04,85.779999,86.010002,80.830002,82.660004,82.025505,566000
2021-03-05,83.239998,83.239998,78.410004,82.669998,82.035416,616500
2021-03-08,82.669998,83.110001,79.209999,79.360001,78.750824,629000
2021-03-09,80.910004,83.839996,80.449997,83.430000,82.789581,718200
2021-03-10,83.739998,85.349998,82.260002,84.330002,83.682671,350700
2021-03-11,85.930000,87.760002,84.970001,87.610001,86.937508,469900
2021-03-12,86.860001,87.559998,84.889999,87.160004,86.490959,415900
2021-03-15,87.459999,88.559998,86.750000,87.139999,86.471107,393400
2021-03-16,87.410004,89.570000,86.930000,88.070000,87.393967,357300
2021-03-17,87.620003,89.540001,86.519997,89.269997,88.584755,340900
2021-03-18,88.199997,88.849998,86.080002,86.550003,85.885635,372400
2021-03-19,86.760002,88.410004,86.000000,87.080002,86.411575,672100
2021-03-22,87.629997,89.139999,87.110001,88.550003,87.870277,387300
2021-03-23,88.370003,90.059998,87.919998,89.040001,88.356522,542000
2021-03-24,89.680000,90.150002,85.800003,85.989998,85.329933,464600
2021-03-25,86.300003,88.029999,85.000000,87.400002,86.729111,539800
2021-03-26,86.809998,88.550003,86.120003,88.419998,87.741280,372200
2021-03-29,88.169998,89.519997,86.040001,86.610001,85.945175,441900
2021-03-30,87.180000,87.940002,85.820000,86.709999,86.044403,351500
2021-03-31,86.709999,89.839996,86.709999,88.639999,87.959587,604400
2021-04-01,88.360001,89.720001,87.559998,88.480003,87.800827,582900
2021-04-05,89.070000,90.419998,88.040001,89.470001,88.783218,394700
2021-04-06,89.949997,91.940002,89.199997,91.209999,90.509865,556800
2021-04-07,91.470001,93.820000,90.199997,93.580002,92.861671,572400
2021-04-08,93.620003,94.480003,92.089996,92.879997,92.167038,489000
2021-04-09,92.980003,95.730003,92.379997,95.699997,94.965393,323600
2021-04-12,95.699997,95.699997,93.220001,93.820000,93.099831,475700
2021-04-13,94.050003,96.330002,92.260002,95.599998,94.866165,417700
2021-04-14,95.629997,95.879997,93.570000,93.730003,93.010521,245900
2021-04-15,94.529999,94.529999,92.349998,92.720001,92.008278,363800
2021-04-16,92.660004,93.989998,91.730003,93.599998,92.881516,271900
2021-04-19,93.290001,94.339996,92.370003,94.339996,93.615837,274300
2021-04-20,93.949997,94.879997,92.849998,93.400002,92.683060,192000
2021-04-21,92.830002,93.970001,92.279999,93.480003,92.762444,252200
2021-04-22,93.879997,94.910004,93.160004,93.400002,92.683060,189400
2021-04-23,93.349998,95.239998,92.769997,94.839996,94.111992,299600
2021-04-26,95.279999,96.169998,94.400002,94.820000,94.092148,256300
2021-04-27,94.930000,96.500000,94.930000,95.779999,95.044785,271700
2021-04-28,96.250000,97.040001,95.099998,96.000000,95.263100,363600
2021-04-29,96.400002,97.800003,95.239998,97.699997,96.950035,307100
2021-04-30,97.699997,98.339996,96.550003,96.720001,95.977562,309400
2021-05-03,96.720001,98.400002,96.559998,97.989998,97.237816,384700
2021-05-04,97.970001,97.970001,95.980003,96.639999,95.898186,324100
2021-05-05,96.500000,96.500000,92.750000,94.000000,93.278450,769900
2021-05-06,99.519997,102.489998,98.349998,100.889999,100.115555,1268200
2021-05-07,101.000000,101.019997,98.940002,99.349998,98.587379,601900
2021-05-10,99.230003,99.690002,95.250000,95.389999,94.872643,535800
2021-05-11,93.879997,97.360001,93.379997,97.010002,96.483856,357400
2021-05-12,96.980003,98.470001,94.809998,95.360001,94.842804,497700
2021-05-13,95.150002,97.059998,94.550003,96.540001,96.016403,512800
2021-05-14,97.260002,97.269997,94.949997,96.650002,96.125809,419900
2021-05-17,96.110001,97.000000,95.690002,96.199997,95.678246,292200
2021-05-18,97.089996,97.910004,96.239998,96.279999,95.757813,274400
2021-05-19,95.639999,95.639999,93.190002,94.029999,93.520012,384400
2021-05-20,94.720001,94.989998,93.000000,93.300003,92.793976,226300
2021-05-21,93.559998,94.209999,91.529999,92.190002,91.689995,297100
2021-05-24,92.639999,94.860001,91.930000,94.360001,93.848228,378700
2021-05-25,93.949997,94.669998,92.900002,93.080002,92.575172,355700
2021-05-26,92.940002,94.019997,92.839996,93.300003,92.793976,324800
2021-05-27,93.680000,94.330002,92.680000,93.709999,93.201752,330900
2021-05-28,93.599998,94.830002,93.320000,93.949997,93.440453,179900
2021-06-01,94.300003,96.129997,94.129997,95.389999,94.872643,429900
2021-06-02,95.209999,96.809998,94.050003,94.620003,94.106819,411100
2021-06-03,94.980003,95.629997,93.629997,94.559998,94.047142,359600
2021-06-04,95.040001,95.269997,94.309998,94.750000,94.236115,155000
2021-06-07,94.889999,96.370003,94.059998,96.370003,95.847328,264300
2021-06-08,96.889999,101.470001,96.680000,100.739998,100.193626,690300
2021-06-09,100.000000,102.660004,100.000000,101.580002,101.029068,558300
2021-06-10,101.839996,102.809998,101.000000,101.269997,100.720741,422000
2021-06-11,101.559998,102.680000,101.099998,102.580002,102.023643,190900
2021-06-14,102.680000,103.080002,101.500000,101.830002,101.277718,208800
2021-06-15,101.919998,102.570000,100.809998,101.070000,100.521828,214100
2021-06-16,100.800003,101.709999,99.500000,101.519997,100.969391,321600
2021-06-17,101.570000,104.400002,100.169998,103.529999,102.968491,432300
2021-06-18,103.510002,104.269997,102.199997,103.839996,103.276810,555400
2021-06-21,104.250000,105.940002,103.379997,105.260002,104.689110,546500
2021-06-22,104.769997,105.830002,104.309998,104.830002,104.261444,285900
2021-06-23,104.919998,105.949997,104.510002,104.889999,104.321114,293200
2021-06-24,105.519997,106.050003,104.489998,104.580002,104.012802,202400
2021-06-25,104.750000,105.220001,102.900002,103.080002,102.520935,496700
2021-06-28,103.000000,104.760002,102.379997,104.449997,103.883499,249800
2021-06-29,104.320000,105.709999,104.209999,104.699997,104.132141,164000
2021-06-30,104.620003,105.470001,104.260002,104.440002,103.873558,279400
2021-07-01,104.650002,105.209999,103.349998,103.980003,103.416054,251700
2021-07-02,104.739998,105.540001,103.620003,105.279999,104.709000,178500
2021-07-06,104.150002,105.260002,103.599998,104.970001,104.400688,204900
2021-07-07,104.790001,105.480003,104.000000,105.019997,104.450401,470500
2021-07-08,104.709999,107.900002,103.379997,106.620003,106.041733,532300
2021-07-09,107.720001,111.260002,107.500000,111.000000,110.397972,464200
2021-07-12,111.940002,113.339996,109.379997,110.099998,109.502861,378000
2021-07-13,109.389999,111.930000,109.389999,110.779999,110.179176,275600
2021-07-14,111.239998,112.230003,110.660004,110.800003,110.199066,251100
2021-07-15,111.000000,111.019997,108.029999,109.610001,109.015518,259600
2021-07-16,110.260002,111.209999,108.300003,108.400002,107.812080,222900
2021-07-19,107.900002,109.839996,106.099998,109.720001,109.124916,352600
2021-07-20,110.760002,112.779999,109.529999,111.269997,110.666512,365800
2021-07-21,111.949997,113.699997,110.889999,111.660004,111.054398,328700
2021-07-22,112.000000,119.620003,111.750000,119.269997,118.623123,675400
2021-07-23,118.730003,119.360001,116.599998,117.970001,117.330177,331800
2021-07-26,118.080002,118.489998,115.250000,115.730003,115.102325,357400
2021-07-27,116.000000,116.000000,113.790001,115.889999,115.261452,218400
2021-07-28,115.360001,115.839996,112.970001,115.139999,114.515526,368800
2021-07-29,115.089996,116.680000,114.629997,115.169998,114.545357,244600
2021-07-30,114.980003,115.900002,113.709999,114.120003,113.501060,211700
2021-08-02,115.000000,115.000000,112.790001,113.949997,113.331970,492200
2021-08-03,114.660004,116.769997,111.910004,115.750000,115.122215,334900
2021-08-04,115.540001,116.449997,114.349998,115.150002,114.525467,374000
2021-08-05,115.239998,119.779999,115.239998,119.769997,119.120415,903400
2021-08-06,120.489998,122.589996,117.059998,119.870003,119.219872,605000
2021-08-09,119.080002,119.760002,117.989998,118.010002,117.369957,353800
2021-08-10,118.110001,120.190002,117.330002,120.160004,119.508301,607000
2021-08-11,119.849998,121.940002,119.260002,121.760002,121.099625,348800
2021-08-12,121.199997,126.209999,121.010002,125.660004,124.978470,587800
2021-08-13,124.290001,127.970001,123.709999,127.610001,127.272377,511500
2021-08-16,126.309998,128.029999,124.389999,127.089996,126.753754,371100
2021-08-17,126.309998,129.070007,126.309998,127.900002,127.561615,335600
2021-08-18,128.479996,130.100006,127.209999,127.320000,126.983147,297400
2021-08-19,126.769997,128.440002,126.019997,127.500000,127.162666,285700
2021-08-20,125.570000,125.570000,120.580002,122.750000,122.425240,565700
2021-08-23,122.769997,123.309998,121.160004,123.059998,122.734413,468000
2021-08-24,123.529999,124.199997,121.720001,123.529999,123.203171,375000
2021-08-25,123.900002,124.709999,123.320000,123.440002,123.113411,216800
2021-08-26,122.800003,125.070000,122.330002,124.660004,124.330185,235700
2021-08-27,124.379997,125.709999,124.209999,125.019997,124.689224,318400
2021-08-30,124.430000,126.040001,124.160004,125.570000,125.237778,238700
2021-08-31,125.570000,127.750000,125.059998,127.529999,127.192589,302500
2021-09-01,127.459999,130.100006,126.849998,129.710007,129.366837,589400
2021-09-02,130.339996,132.139999,129.240005,129.979996,129.636108,390000
2021-09-03,129.289993,130.589996,128.850006,130.449997,130.104858,248100
2021-09-07,130.910004,131.289993,129.050003,130.300003,129.955261,305700
2021-09-08,130.649994,131.309998,128.160004,128.199997,127.860817,271400
2021-09-09,128.020004,129.649994,128.020004,128.729996,128.389404,258500
2021-09-10,129.850006,131.449997,128.809998,129.399994,129.057632,200600
2021-09-13,130.130005,130.130005,127.779999,128.660004,128.319611,187500
2021-09-14,128.929993,129.089996,127.510002,127.809998,127.471848,215300
2021-09-15,128.330002,131.460007,126.019997,130.220001,129.875473,412300
2021-09-16,130.199997,131.779999,129.429993,130.449997,130.104858,258400
2021-09-17,130.860001,132.369995,128.429993,129.119995,128.778381,624900
2021-09-20,127.970001,129.800003,127.459999,128.550003,128.209900,292200
2021-09-21,128.550003,130.779999,128.389999,129.460007,129.117493,288200
2021-09-22,129.679993,130.779999,128.399994,128.610001,128.269730,250300
2021-09-23,128.630005,130.639999,128.630005,129.110001,128.768417,288400
2021-09-24,129.240005,130.860001,129.160004,129.720001,129.376801,221000
2021-09-27,129.449997,129.869995,127.410004,128.669998,128.329575,277900
2021-09-28,128.020004,128.149994,124.919998,125.190002,124.858780,247500
2021-09-29,124.040001,130.169998,124.040001,128.300003,127.960556,459900
2021-09-30,129.089996,130.089996,126.639999,126.989998,126.654015,294800
2021-10-01,127.860001,129.169998,125.010002,127.970001,127.631424,283000
2021-10-04,127.440002,127.980003,124.540001,126.449997,126.115448,183800
2021-10-05,126.500000,127.500000,125.050003,125.190002,124.858780,238500
2021-10-06,125.820000,127.830002,123.730003,127.680000,127.342194,280500
2021-10-07,127.980003,129.830002,127.099998,127.410004,127.072914,220200
2021-10-08,127.410004,127.410004,124.529999,124.550003,124.220474,166400
2021-10-11,124.370003,126.459999,123.639999,124.099998,123.771660,172200
2021-10-12,126.400002,127.879997,124.260002,126.360001,126.025688,269000
2021-10-13,126.360001,126.419998,124.430000,125.599998,125.267693,244800
2021-10-14,123.559998,128.289993,122.320000,125.379997,125.048279,458300
2021-10-15,127.660004,127.660004,121.910004,122.389999,122.066185,275000
2021-10-18,121.779999,124.919998,121.010002,124.059998,123.731766,276800
2021-10-19,123.919998,124.150002,121.879997,122.529999,122.205818,237900
2021-10-20,121.800003,123.699997,120.550003,120.930000,120.610054,236300
2021-10-21,121.480003,121.589996,120.269997,121.070000,120.749680,221500
2021-10-22,119.860001,121.750000,119.790001,121.279999,120.959122,340600
2021-10-25,121.019997,121.800003,120.230003,121.040001,120.719765,384100
2021-10-26,121.410004,121.410004,117.779999,118.660004,118.346062,318300
2021-10-27,119.239998,121.330002,118.610001,119.680000,119.363358,289600
2021-10-28,119.769997,121.959999,119.570000,121.690002,121.368042,348200
2021-10-29,121.199997,124.419998,120.930000,124.080002,123.751717,338500
2021-11-01,124.199997,125.949997,123.529999,125.760002,125.427277,293600
2021-11-02,126.000000,126.000000,122.220001,124.400002,124.070869,288400
2021-11-03,124.800003,128.679993,121.589996,123.269997,122.943855,822300
2021-11-04,130.000000,140.679993,129.399994,140.009995,139.639572,1231000
2021-11-05,135.899994,136.740005,130.679993,132.289993,131.939987,874300
2021-11-08,132.139999,133.850006,129.199997,130.130005,130.130005,429400
2021-11-09,130.660004,134.940002,130.000000,131.970001,131.970001,357500
2021-11-10,131.160004,131.679993,127.120003,128.490005,128.490005,313900
2021-11-11,128.500000,131.000000,127.860001,129.960007,129.960007,286500
2021-11-12,128.089996,131.000000,128.089996,130.130005,130.130005,377100
2021-11-15,131.199997,131.589996,129.500000,130.800003,130.800003,423800
2021-11-16,130.860001,131.369995,128.710007,129.309998,129.309998,303000
2021-11-17,128.880005,130.800003,128.009995,129.639999,129.639999,318200
2021-11-18,129.830002,132.570007,128.080002,131.779999,131.779999,229800
2021-11-19,131.779999,133.979996,131.589996,133.059998,133.059998,290500
2021-11-22,132.539993,134.369995,129.899994,130.500000,130.500000,342800
2021-11-23,130.529999,132.229996,128.220001,130.520004,130.520004,372400
2021-11-24,128.529999,133.949997,128.529999,133.839996,133.839996,328200
2021-11-26,132.419998,135.800003,128.369995,128.839996,128.839996,393800
2021-11-29,128.899994,130.190002,126.000000,126.209999,126.209999,418800
2021-11-30,125.739998,126.610001,121.349998,121.919998,121.919998,860800
2021-12-01,123.290001,125.760002,119.940002,120.120003,120.120003,354800
2021-12-02,119.970001,125.470001,119.879997,125.070000,125.070000,449100
2021-12-03,126.279999,126.279999,122.410004,124.290001,124.290001,371000
2021-12-06,125.000000,128.639999,124.239998,128.259995,128.259995,353500
2021-12-07,130.000000,131.229996,128.369995,130.839996,130.839996,319100
2021-12-08,131.149994,134.660004,131.000000,133.020004,133.020004,287400
